id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,int_rate,installment,grade,sub_grade,is_inc_v,accept_d,issue_d,loan_status,term
507462,654498,12000,12000,12000.0,16.82%,426.74,E,E2,False,22-04-2010,27-04-2010,Current,36months
507498,654548,10000,10000,10000.0,12.73%,335.67,C,C1,False,22-04-2010,30-04-2010,Fully Paid,36months
507532,654596,16000,16000,14960.42343,13.11%,539.92,C,C2,True,23-04-2010,06-05-2010,Current,36months
507536,654605,6000,6000,6000.0,13.85%,204.63,C,C4,True,27-04-2010,30-04-2010,Fully Paid,36months
507543,654616,8400,8400,8225.0,7.51%,261.32,A,A4,False,22-04-2010,27-04-2010,Fully Paid,36months
507560,654648,15000,15000,14975.0,13.48%,508.87,C,C3,True,22-04-2010,30-04-2010,Fully Paid,36months
507603,654704,12000,12000,11795.66,12.73%,402.8,C,C1,False,22-04-2010,29-04-2010,Current,36months
507634,654745,4800,4800,4800.0,7.14%,148.51,A,A3,False,22-04-2010,26-04-2010,Current,36months
507660,654789,20400,20400,19890.05,10.25%,660.65,B,B2,True,22-04-2010,06-05-2010,Current,36months
507665,654800,18250,18250,17575.37426,10.25%,591.03,B,B2,False,25-04-2010,10-05-2010,Current,36months
507682,654821,15000,15000,14608.70979,15.33%,522.43,D,D3,True,23-04-2010,30-04-2010,Fully Paid,36months
507697,654858,7600,7600,7600.0,14.59%,261.94,D,D1,False,22-04-2010,27-04-2010,Current,36months
507698,654860,20000,20000,19569.88,10.25%,647.7,B,B2,True,06-05-2010,21-05-2010,Current,36months
507712,654913,17000,17000,16451.71,10.25%,550.55,B,B2,False,23-04-2010,30-04-2010,Fully Paid,36months
507735,654945,5000,5000,5000.0,15.33%,174.15,D,D3,False,23-04-2010,27-04-2010,Fully Paid,36months
507741,654951,2100,2100,2100.0,10.62%,68.38,B,B3,False,23-04-2010,27-04-2010,Fully Paid,36months
507762,654963,2000,2000,2000.0,14.22%,68.57,C,C5,False,23-04-2010,27-04-2010,Current,36months
507836,655055,16200,16200,16097.61366,10.25%,524.64,B,B2,False,23-04-2010,04-05-2010,Fully Paid,36months
507855,655083,14000,14000,13875.0,7.88%,437.93,A,A5,False,24-04-2010,29-04-2010,Fully Paid,36months
507862,655097,2500,2500,2500.0,11.36%,82.28,B,B5,False,26-04-2010,28-04-2010,Fully Paid,36months
507863,655099,14500,14500,14475.0,13.85%,494.51,C,C4,False,23-04-2010,29-04-2010,Fully Paid,36months
507865,655103,10000,10000,9820.14,13.11%,337.45,C,C2,True,23-04-2010,29-04-2010,Fully Paid,36months
507890,655139,5600,5600,5600.0,6.76%,172.31,A,A2,False,23-04-2010,03-05-2010,Fully Paid,36months
507891,655137,2000,2000,2000.0,11.36%,65.83,B,B5,True,24-04-2010,29-04-2010,Fully Paid,36months
507907,655165,19400,19400,19400.0,16.07%,682.77,D,D5,False,26-04-2010,03-05-2010,Fully Paid,36months
507933,655208,6800,6800,6299.99844,14.59%,234.37,D,D1,False,26-04-2010,30-04-2010,Fully Paid,36months
507939,655216,15000,15000,14877.51,16.45%,530.67,E,E1,True,23-04-2010,30-04-2010,Current,36months
507947,655227,3000,3000,3000.0,13.48%,101.78,C,C3,False,23-04-2010,28-04-2010,Fully Paid,36months
507952,655237,6000,6000,5961.38,7.51%,186.66,A,A4,False,23-04-2010,28-04-2010,Current,36months
508005,655371,15000,15000,13954.9,12.73%,503.5,C,C1,True,24-04-2010,30-04-2010,Fully Paid,36months
508022,655390,17000,17000,16500.0,7.88%,531.77,A,A5,True,23-04-2010,03-05-2010,Fully Paid,36months
508044,655413,4000,4000,4000.0,14.96%,138.59,D,D2,False,23-04-2010,29-04-2010,Current,36months
508075,655461,3000,3000,3000.0,12.12%,99.82,B,B3,False,24-02-2012,02-03-2012,Current,36months
508130,655557,5000,5000,4725.37,10.25%,161.93,B,B2,False,24-04-2010,27-04-2010,Current,36months
508137,655567,5000,5000,5000.0,12.73%,167.84,C,C1,False,24-04-2010,29-04-2010,Charged Off,36months
508174,655610,10000,10000,9324.045652,10.99%,327.36,B,B4,True,27-04-2010,03-05-2010,Fully Paid,36months
508175,655611,15000,15000,15000.0,14.22%,514.27,C,C5,False,27-04-2010,04-05-2010,Current,36months
508195,655646,10000,10000,9997.754039,15.33%,348.29,D,D3,False,24-04-2010,30-04-2010,Fully Paid,36months
508196,655647,9250,9250,9250.0,10.25%,299.56,B,B2,False,03-05-2010,14-05-2010,Fully Paid,36months
508198,655649,14000,14000,13490.99138,7.88%,437.93,A,A5,False,27-04-2010,06-05-2010,Fully Paid,36months
508230,655691,4000,4000,3942.123944,13.48%,135.7,C,C3,False,24-04-2010,30-04-2010,Current,36months
508234,655695,7000,7000,7000.0,14.22%,239.99,C,C5,True,24-04-2010,29-04-2010,Fully Paid,36months
508247,655711,9800,9800,9620.65,12.73%,328.95,C,C1,True,24-04-2010,30-04-2010,Fully Paid,36months
508280,655753,7000,7000,6961.38,7.51%,217.77,A,A4,False,24-04-2010,03-05-2010,Current,36months
508282,655760,24000,24000,23431.55846,10.99%,785.65,B,B4,True,24-04-2010,06-05-2010,Fully Paid,36months
508289,655775,6500,6500,6500.0,7.51%,202.22,A,A4,False,24-04-2010,28-04-2010,Fully Paid,36months
508314,655825,3000,3000,2824.709875,10.62%,97.68,B,B3,False,24-04-2010,29-04-2010,Current,36months
508319,655833,12000,12000,11500.0,13.11%,404.94,C,C2,False,24-04-2010,30-04-2010,Fully Paid,36months
508337,655858,21000,21000,20391.27551,10.25%,680.08,B,B2,True,24-04-2010,05-05-2010,Fully Paid,36months
508365,655920,10000,10000,9770.646728,12.73%,335.67,C,C1,True,25-04-2010,30-04-2010,Current,36months
508383,655944,20000,20000,20000.0,13.48%,678.49,C,C3,False,25-04-2010,04-05-2010,Fully Paid,36months
508392,655953,3600,3600,3600.0,7.51%,112.0,A,A4,False,25-04-2010,05-05-2010,Fully Paid,36months
508406,655976,3500,3500,3323.15,11.36%,115.19,B,B5,False,25-04-2010,28-04-2010,Fully Paid,36months
508412,655985,12000,12000,11400.0,10.25%,388.62,B,B2,False,25-04-2010,30-04-2010,Fully Paid,36months
508426,656002,5000,5000,5000.0,10.99%,163.68,B,B4,False,02-05-2010,06-05-2010,Charged Off,36months
508429,656005,10000,10000,9425.0,10.99%,327.36,B,B4,False,25-04-2010,30-04-2010,Fully Paid,36months
508436,656013,10000,10000,10000.0,17.19%,357.47,E,E3,False,04-05-2010,19-05-2010,Charged Off,36months
508481,656090,5500,5500,5324.04,10.99%,180.05,B,B4,False,25-04-2010,03-05-2010,Current,36months
508496,656109,8400,8400,8400.0,7.51%,261.34,A,A4,False,08-07-2010,14-07-2010,Current,36months
508579,656234,10000,10000,9500.0,10.25%,323.85,B,B2,False,25-04-2010,30-04-2010,Fully Paid,36months
508586,656247,24500,24500,22783.74,10.99%,802.01,B,B4,False,27-04-2010,10-05-2010,Late (31-120 days),36months
508630,656334,1750,1750,1750.0,15.70%,61.27,D,D4,False,29-04-2010,11-05-2010,Late (31-120 days),36months
508634,656340,5000,5000,5000.0,15.33%,174.15,D,D3,True,26-04-2010,27-04-2010,Current,36months
508640,656352,5500,5500,5500.0,12.73%,184.62,C,C1,False,26-04-2010,29-04-2010,Charged Off,36months
508644,656358,6000,6000,5824.040137,10.99%,196.42,B,B4,False,26-04-2010,30-04-2010,Current,36months
508655,656376,9250,9250,9250.0,11.36%,304.43,B,B5,False,26-04-2010,30-04-2010,Fully Paid,36months
508719,656449,4500,4500,4500.0,7.51%,140.0,A,A4,False,26-04-2010,06-05-2010,Current,36months
508722,656452,3700,3700,3700.0,6.39%,113.23,A,A1,False,26-04-2010,28-04-2010,Fully Paid,36months
508731,656461,24250,24250,24200.0,10.62%,789.58,B,B3,True,04-05-2010,18-05-2010,Fully Paid,36months
508736,656465,2100,2100,2100.0,6.76%,64.62,A,A2,False,26-04-2010,28-04-2010,Fully Paid,36months
508739,656472,10000,10000,10000.0,7.88%,312.81,A,A5,False,27-04-2010,05-05-2010,Fully Paid,36months
508759,656497,5000,5000,4975.0,11.36%,164.56,B,B5,False,26-04-2010,29-04-2010,Fully Paid,36months
508760,656498,11500,7650,7650.0,7.51%,238.0,A,A4,False,15-05-2010,31-05-2010,Fully Paid,36months
508764,656503,9000,9000,9000.0,13.85%,306.94,C,C4,True,26-04-2010,30-04-2010,Fully Paid,36months
508777,656521,25000,25000,25000.0,19.04%,916.95,F,F3,True,26-04-2010,03-05-2010,Fully Paid,36months
508798,656548,24000,24000,23374.99881,12.73%,805.59,C,C1,True,26-04-2010,07-05-2010,Fully Paid,36months
508802,656557,8000,8000,8000.0,14.96%,277.18,D,D2,False,26-04-2010,30-04-2010,Fully Paid,36months
508804,656558,6000,6000,6000.0,14.96%,207.88,D,D2,False,26-04-2010,28-04-2010,Current,36months
508809,656563,12000,12000,11825.37,10.25%,388.62,B,B2,False,26-04-2010,30-04-2010,Fully Paid,36months
508828,656585,5000,5000,5000.0,13.11%,168.73,C,C2,False,26-04-2010,29-04-2010,Fully Paid,36months
508855,656671,8000,8000,7950.0,10.25%,259.08,B,B2,False,26-04-2010,30-04-2010,Fully Paid,36months
508864,656682,15000,15000,14767.23133,9.88%,483.16,B,B1,False,26-04-2010,04-05-2010,Late (31-120 days),36months
508881,656707,12250,12250,11449.71175,10.62%,398.86,B,B3,False,28-04-2010,05-05-2010,Current,36months
508907,656743,17000,17000,15697.76,11.12%,557.53,B,B3,True,13-07-2010,21-07-2010,Fully Paid,36months
508921,656763,13000,13000,12975.0,13.11%,438.69,C,C2,False,26-04-2010,30-04-2010,Current,36months
508927,656769,8200,8200,8200.0,13.85%,279.66,C,C4,True,26-04-2010,30-04-2010,Current,36months
508931,656773,3000,3000,3000.0,7.14%,92.82,A,A3,False,26-04-2010,03-05-2010,Charged Off,36months
508957,656808,13000,13000,12327.01853,7.51%,404.43,A,A4,False,26-04-2010,05-05-2010,Current,36months
508966,656822,3000,3000,3000.0,9.88%,96.64,B,B1,False,26-04-2010,30-04-2010,Fully Paid,36months
508967,656818,15000,15000,14500.00095,13.48%,508.87,C,C3,True,26-04-2010,06-05-2010,Fully Paid,36months
508972,656829,8000,8000,8000.0,14.22%,274.28,C,C5,False,26-04-2010,30-04-2010,Current,36months
508978,656838,5000,5000,4925.0,7.14%,154.7,A,A3,False,26-04-2010,28-04-2010,Fully Paid,36months
508992,656855,12000,12000,11425.00258,7.88%,375.37,A,A5,False,27-04-2010,03-05-2010,Fully Paid,36months
508993,656856,8000,8000,7499.997561,13.85%,272.84,C,C4,False,27-04-2010,30-04-2010,Fully Paid,36months
508994,656857,8000,8000,8000.0,12.73%,268.53,C,C1,True,26-04-2010,28-04-2010,Current,36months
509006,656876,6000,6000,6000.0,16.45%,212.27,E,E1,True,26-04-2010,05-05-2010,Fully Paid,36months
509068,656963,5000,5000,5000.0,14.22%,171.43,C,C5,False,26-04-2010,28-04-2010,Fully Paid,36months
509078,656980,5000,5000,4950.0,7.88%,156.41,A,A5,True,26-04-2010,29-04-2010,Current,36months
509090,657001,9100,9100,9100.0,13.48%,308.71,C,C3,True,27-04-2010,30-04-2010,Fully Paid,36months
509124,657064,5000,5000,4589.77,9.88%,161.06,B,B1,False,27-04-2010,30-04-2010,Charged Off,36months
509132,657074,8000,8000,8000.0,13.85%,272.84,C,C4,False,27-04-2010,30-04-2010,Current,36months
509140,657082,10000,10000,10000.0,9.88%,322.11,B,B1,False,27-04-2010,30-04-2010,Fully Paid,36months
509157,657112,10000,10000,9500.0,10.99%,327.36,B,B4,False,27-04-2010,03-05-2010,Fully Paid,36months
509214,657200,1800,1800,1800.0,13.11%,60.75,C,C2,False,27-04-2010,29-04-2010,Fully Paid,36months
509216,657202,10500,10500,10500.0,7.51%,326.65,A,A4,False,27-04-2010,03-05-2010,Fully Paid,36months
509224,657216,20000,20000,19715.47828,11.36%,658.23,B,B5,True,07-05-2010,21-05-2010,Current,36months
509238,657236,2500,2500,2500.0,6.76%,76.93,A,A2,False,27-04-2010,30-04-2010,Fully Paid,36months
509250,657251,10000,10000,9950.0,11.36%,329.1,B,B5,False,11-05-2010,21-05-2010,Charged Off,36months
509285,657296,25000,25000,25000.0,10.25%,809.62,B,B2,True,27-04-2010,10-05-2010,Fully Paid,36months
509301,657316,4000,4000,4000.0,14.22%,137.14,C,C5,False,27-04-2010,30-04-2010,Charged Off,36months
509318,657331,4500,4500,4500.0,13.11%,151.86,C,C2,False,27-04-2010,29-04-2010,Fully Paid,36months
509319,657336,5000,5000,5000.0,14.96%,173.24,D,D2,False,27-04-2010,30-04-2010,Fully Paid,36months
509330,657348,10000,10000,9500.0,14.96%,346.47,D,D2,False,27-04-2010,30-04-2010,Fully Paid,36months
509344,657376,7000,7000,6500.002129,13.11%,236.22,C,C2,False,28-04-2010,03-05-2010,Fully Paid,36months
509359,657395,25000,25000,24875.0,12.73%,839.16,C,C1,True,28-04-2010,10-05-2010,Fully Paid,36months
509376,644884,12000,12000,11500.0,13.11%,404.94,C,C2,False,27-04-2010,03-05-2010,Fully Paid,36months
509401,657463,20000,20000,19450.0,9.88%,644.21,B,B1,True,27-04-2010,10-05-2010,Fully Paid,36months
509447,657517,5000,5000,4500.004441,10.99%,163.68,B,B4,True,27-04-2010,03-05-2010,Fully Paid,36months
509458,657537,15000,15000,14347.629,11.36%,493.67,B,B5,False,27-04-2010,06-05-2010,Current,36months
509475,657559,5000,5000,5000.0,14.96%,173.24,D,D2,True,27-04-2010,30-04-2010,Charged Off,36months
509512,657669,25000,25000,24034.38,15.33%,870.71,D,D3,True,27-04-2010,05-05-2010,Charged Off,36months
509515,657675,4000,4000,3225.17,14.22%,137.14,C,C5,False,27-04-2010,30-04-2010,Charged Off,36months
509516,657676,8000,8000,7500.0,14.59%,275.72,D,D1,False,28-04-2010,05-05-2010,Charged Off,36months
509519,657679,10000,10000,9991.532157,13.48%,339.25,C,C3,False,29-04-2010,05-05-2010,Current,36months
509526,657693,6600,6600,6500.0,10.62%,214.9,B,B3,False,05-05-2010,10-05-2010,Current,36months
509553,657734,3750,3750,3750.0,13.85%,127.89,C,C4,False,28-04-2010,30-04-2010,Fully Paid,36months
509577,657773,8000,8000,8000.0,13.85%,272.84,C,C4,False,28-04-2010,03-05-2010,Fully Paid,36months
509579,657776,5600,5600,5600.0,13.11%,188.99,C,C2,False,19-05-2010,27-05-2010,Current,36months
509599,657798,20000,20000,19364.56087,14.59%,689.3,D,D1,False,28-04-2010,06-05-2010,Current,36months
509600,657799,6000,6000,6000.0,15.70%,210.07,D,D4,True,28-04-2010,30-04-2010,Fully Paid,36months
509603,657803,8000,8000,8000.0,7.14%,247.52,A,A3,False,28-04-2010,03-05-2010,Fully Paid,36months
509620,657826,12000,12000,11823.15,11.36%,394.94,B,B5,True,28-04-2010,12-05-2010,Current,36months
509631,657843,5000,5000,4461.285375,7.88%,156.41,A,A5,True,28-04-2010,30-04-2010,Current,36months
509666,657858,10000,10000,10000.0,12.73%,335.67,C,C1,False,28-04-2010,04-05-2010,Fully Paid,36months
509671,657909,5000,5000,5000.0,6.76%,153.85,A,A2,False,04-05-2010,07-05-2010,Fully Paid,36months
509678,657923,20000,20000,19875.0,10.25%,647.7,B,B2,True,28-04-2010,06-05-2010,Fully Paid,36months
509679,657924,12600,12600,12475.0,13.85%,429.71,C,C4,False,28-04-2010,04-05-2010,Current,36months
509719,657982,24000,24000,22616.13821,11.36%,789.87,B,B5,True,28-04-2010,12-05-2010,Current,36months
509786,658078,12000,12000,11782.48,9.88%,386.53,B,B1,False,30-04-2010,12-05-2010,Fully Paid,36months
509814,658166,6000,6000,6000.0,11.36%,197.47,B,B5,False,29-04-2010,04-05-2010,Fully Paid,36months
509852,658226,4750,4750,4739.486615,12.73%,159.44,C,C1,False,30-04-2010,05-05-2010,Current,36months
509877,658271,16000,16000,16000.0,9.88%,515.37,B,B1,False,29-04-2010,10-05-2010,Charged Off,36months
509895,658302,1000,1000,1000.0,14.22%,34.29,C,C5,True,28-04-2010,30-04-2010,Current,36months
509910,658326,3250,3250,3250.0,13.48%,110.26,C,C3,False,28-04-2010,04-05-2010,Current,36months
509946,658387,11000,11000,10950.0,7.88%,344.09,A,A5,False,05-05-2010,17-05-2010,Fully Paid,36months
509947,658388,5000,5000,5000.0,12.73%,167.84,C,C1,False,29-04-2010,05-05-2010,Current,36months
509952,658391,15000,15000,14950.0,7.88%,469.22,A,A5,True,11-05-2010,24-05-2010,Fully Paid,36months
509982,658445,15000,15000,14683.55,11.36%,493.67,B,B5,False,29-04-2010,11-05-2010,Current,36months
510004,658475,12000,12000,11675.36,10.25%,388.62,B,B2,False,29-04-2010,10-05-2010,Fully Paid,36months
510013,658485,24000,24000,23646.49051,11.36%,789.87,B,B5,True,29-04-2010,11-05-2010,Current,36months
510024,277115,1600,1600,1600.0,10.25%,51.82,B,B2,False,03-05-2010,05-05-2010,Current,36months
510027,658504,8000,8000,8000.0,14.96%,277.18,D,D2,False,29-04-2010,03-05-2010,Fully Paid,36months
510054,658543,12000,12000,12000.0,14.59%,413.58,D,D1,True,30-04-2010,06-05-2010,Charged Off,36months
510055,658545,11500,11500,11500.0,10.99%,376.46,B,B4,False,30-04-2010,12-05-2010,Current,36months
510082,658581,25000,25000,24069.48,18.30%,907.6,F,F1,False,29-04-2010,11-05-2010,Fully Paid,36months
510090,658591,10000,10000,9875.0,9.88%,322.11,B,B1,False,29-04-2010,05-05-2010,Fully Paid,36months
510102,658604,3500,3500,3500.0,14.22%,120.0,C,C5,False,09-05-2010,17-05-2010,Fully Paid,36months
510112,658618,6000,6000,6000.0,14.22%,205.71,C,C5,False,29-04-2010,04-05-2010,Fully Paid,36months
510125,658634,10500,10500,10214.45023,11.36%,345.57,B,B5,False,29-04-2010,06-05-2010,Current,36months
510161,658683,10800,10800,10700.0,7.88%,337.83,A,A5,False,29-04-2010,06-05-2010,Fully Paid,36months
510175,658701,1500,1500,1500.0,6.76%,46.16,A,A2,False,29-04-2010,04-05-2010,Fully Paid,36months
510176,658703,10000,10000,10000.0,16.45%,353.8,E,E1,False,15-05-2010,27-05-2010,Charged Off,36months
510177,658704,24000,14725,14335.50556,10.99%,482.03,B,B4,False,10-05-2010,25-05-2010,Current,36months
510217,658773,4000,4000,4000.0,6.76%,123.08,A,A2,False,29-04-2010,04-05-2010,Current,36months
510350,658976,5000,5000,5000.0,7.88%,156.41,A,A5,False,05-05-2010,11-05-2010,Current,36months
510354,658984,3600,3600,3178.61,14.59%,124.08,D,D1,True,30-04-2010,07-05-2010,Charged Off,36months
510363,658995,25000,25000,24875.0,13.11%,843.63,C,C2,True,30-04-2010,13-05-2010,Current,36months
510370,659003,10000,10000,9826.737241,7.51%,311.1,A,A4,False,30-04-2010,07-05-2010,Fully Paid,36months
510373,659008,6000,6000,5936.29,7.88%,187.69,A,A5,False,10-05-2010,14-05-2010,Current,36months
510374,659010,5000,5000,5000.0,13.85%,170.52,C,C4,False,30-04-2010,05-05-2010,Current,36months
510382,659025,5325,5325,5130.86,10.62%,173.38,B,B3,False,30-04-2010,05-05-2010,Current,36months
510418,659070,12250,12250,12054.44,11.36%,403.17,B,B5,False,30-04-2010,10-05-2010,Fully Paid,36months
510426,659086,25000,19650,16610.46,10.25%,636.36,B,B2,False,12-05-2010,27-05-2010,Fully Paid,36months
510465,659140,14000,14000,13940.63378,11.36%,460.76,B,B5,False,30-04-2010,12-05-2010,Current,36months
510469,659145,3000,3000,3000.0,7.51%,93.33,A,A4,False,30-04-2010,04-05-2010,Fully Paid,36months
510474,659153,10000,10000,10000.0,14.22%,342.85,C,C5,True,30-04-2010,06-05-2010,Fully Paid,36months
510485,659169,5600,5600,5600.0,11.36%,184.31,B,B5,False,30-04-2010,05-05-2010,Current,36months
510492,659180,6000,6000,5900.0,10.62%,195.36,B,B3,False,30-04-2010,05-05-2010,Fully Paid,36months
510506,659194,3000,3000,3000.0,15.33%,104.49,D,D3,False,30-04-2010,04-05-2010,Fully Paid,36months
510507,659195,4200,4200,4200.0,13.48%,142.49,C,C3,False,30-04-2010,11-05-2010,Charged Off,36months
510511,659201,6000,6000,6000.0,15.33%,208.97,D,D3,True,30-04-2010,05-05-2010,Current,36months
510532,659229,6500,6500,6400.0,7.51%,202.22,A,A4,False,30-04-2010,06-05-2010,Fully Paid,36months
510534,659231,7750,7750,7640.271281,7.14%,239.78,A,A3,False,30-04-2010,06-05-2010,Fully Paid,36months
510544,659241,5500,5500,5306.08,10.62%,179.08,B,B3,False,30-04-2010,05-05-2010,Charged Off,36months
510554,659254,19600,19600,19591.11333,16.07%,689.8,D,D5,True,30-04-2010,07-05-2010,Fully Paid,36months
510563,659266,7200,7200,7100.0,7.88%,225.22,A,A5,True,30-04-2010,05-05-2010,Fully Paid,36months
510566,659264,12000,12000,11936.29,7.88%,375.37,A,A5,True,30-04-2010,12-05-2010,Current,36months
510569,659271,6000,6000,6000.0,14.22%,205.71,C,C5,False,30-04-2010,05-05-2010,Current,36months
510578,659283,14000,14000,12735.52665,16.82%,497.87,E,E2,False,30-04-2010,05-05-2010,Late (31-120 days),36months
510581,659290,7000,7000,6707.47874,9.88%,225.48,B,B1,False,30-04-2010,06-05-2010,Current,36months
510598,659309,20000,20000,19413.50597,11.36%,658.23,B,B5,True,03-05-2010,19-05-2010,Current,36months
510604,659317,20000,20000,19897.68994,13.11%,674.9,C,C2,False,30-04-2010,13-05-2010,Current,36months
510621,659341,4000,4000,4000.0,15.33%,139.32,D,D3,True,01-05-2010,06-05-2010,Current,36months
510664,655484,4975,4975,4975.0,7.51%,154.77,A,A4,False,30-04-2010,05-05-2010,Charged Off,36months
510709,659494,5000,5000,5000.0,15.33%,174.15,D,D3,False,01-05-2010,07-05-2010,Charged Off,36months
510735,659524,10000,10000,10000.0,7.51%,311.1,A,A4,False,03-05-2010,14-05-2010,Fully Paid,36months
510748,659537,20000,20000,19900.0,12.73%,671.33,C,C1,True,01-05-2010,11-05-2010,Fully Paid,36months
510753,659545,6000,6000,5962.85,7.51%,186.66,A,A4,False,07-05-2010,14-05-2010,Current,36months
510757,659549,18000,18000,17707.48,9.88%,579.79,B,B1,True,03-05-2010,17-05-2010,Fully Paid,36months
510777,659589,6000,6000,6000.0,7.51%,186.66,A,A4,True,02-05-2010,07-05-2010,Fully Paid,36months
510779,659591,7200,7200,7200.0,14.22%,246.85,C,C5,False,06-05-2010,14-05-2010,Current,36months
510785,659601,6000,6000,6000.0,7.14%,185.64,A,A3,False,01-05-2010,05-05-2010,Fully Paid,36months
510794,659613,10000,10000,10000.0,7.51%,311.1,A,A4,False,01-05-2010,14-05-2010,Fully Paid,36months
510799,659619,6000,6000,5804.43676,11.36%,197.47,B,B5,False,01-05-2010,07-05-2010,Current,36months
510815,659652,16000,16000,15900.0,13.85%,545.67,C,C4,False,01-05-2010,10-05-2010,Fully Paid,36months
510829,659675,8000,8000,8000.0,13.11%,269.96,C,C2,True,04-05-2010,10-05-2010,Fully Paid,36months
510833,659680,10000,10000,10000.0,14.22%,342.85,C,C5,True,02-05-2010,05-05-2010,Fully Paid,36months
510836,659685,7200,7200,7100.0,9.88%,231.92,B,B1,False,01-05-2010,05-05-2010,Fully Paid,36months
510848,659709,6500,6500,6500.0,10.25%,210.51,B,B2,False,03-05-2010,12-05-2010,Current,36months
510855,659720,10000,10000,9192.996148,15.33%,348.29,D,D3,False,01-05-2010,05-05-2010,Current,36months
510886,659786,10000,10000,9961.46,7.14%,309.4,A,A3,False,07-05-2010,14-05-2010,Current,36months
510890,659794,2800,2800,2800.0,10.99%,91.66,B,B4,False,17-05-2010,28-05-2010,Fully Paid,36months
510968,659930,7500,7500,7500.0,7.14%,232.05,A,A3,False,04-05-2010,10-05-2010,Current,36months
510997,659967,5000,5000,5000.0,14.22%,171.43,C,C5,False,02-05-2010,05-05-2010,Fully Paid,36months
511023,660007,3200,3200,3200.0,10.25%,103.64,B,B2,False,02-05-2010,11-05-2010,Charged Off,36months
511038,660031,4000,4000,3990.533171,9.88%,128.85,B,B1,False,02-05-2010,12-05-2010,Current,36months
511053,660055,8000,8000,8000.0,7.51%,248.88,A,A4,False,02-05-2010,17-05-2010,Current,36months
511131,660163,10000,10000,9975.0,9.88%,322.11,B,B1,False,02-05-2010,12-05-2010,Current,36months
511137,660174,10000,10000,10000.0,11.36%,329.12,B,B5,False,02-05-2010,13-05-2010,Late (31-120 days),36months
511154,660205,5000,5000,5000.0,7.51%,155.55,A,A4,False,03-05-2010,06-05-2010,Fully Paid,36months
511157,660209,18000,18000,17705.15035,10.99%,589.24,B,B4,False,02-05-2010,14-05-2010,Current,36months
511167,660227,6000,6000,5965.271233,7.14%,185.64,A,A3,False,02-05-2010,10-05-2010,Current,36months
511215,660289,9000,9000,9000.0,10.25%,291.47,B,B2,False,13-05-2010,25-05-2010,Current,36months
511258,660361,22500,22500,22165.48,11.36%,740.5,B,B5,True,03-05-2010,14-05-2010,Current,36months
511273,660385,9600,9600,9600.0,13.85%,327.4,C,C4,False,03-05-2010,06-05-2010,Fully Paid,36months
511274,660386,6000,6000,5804.44,11.36%,197.47,B,B5,False,03-05-2010,10-05-2010,Fully Paid,36months
511289,660411,7000,7000,7000.0,7.14%,216.58,A,A3,False,04-05-2010,10-05-2010,Fully Paid,36months
511298,660421,6000,6000,5975.0,7.88%,187.69,A,A5,False,03-05-2010,06-05-2010,Fully Paid,36months
511300,660429,10000,10000,9864.18,7.51%,311.1,A,A4,False,04-05-2010,17-05-2010,Fully Paid,36months
511303,660432,6600,6600,6600.0,12.73%,221.54,C,C1,False,03-05-2010,06-05-2010,Fully Paid,36months
511319,660455,10000,10000,9975.0,7.14%,309.4,A,A3,False,03-05-2010,10-05-2010,Current,36months
511339,660485,7000,7000,7000.0,14.22%,239.99,C,C5,False,04-05-2010,10-05-2010,Fully Paid,36months
511340,660488,5000,5000,5000.0,14.22%,171.43,C,C5,True,03-05-2010,07-05-2010,Current,36months
511358,660510,22000,22000,21473.37,10.25%,712.47,B,B2,False,03-05-2010,14-05-2010,Current,36months
511371,660528,15000,15000,14312.85,9.88%,483.16,B,B1,False,03-05-2010,17-05-2010,Fully Paid,36months
511390,660550,8000,8000,8000.0,11.36%,263.29,B,B5,True,04-05-2010,10-05-2010,Fully Paid,36months
511401,660567,12250,12250,12250.0,13.11%,413.38,C,C2,False,03-05-2010,14-05-2010,Current,36months
511417,660591,19000,19000,19000.0,10.62%,618.64,B,B3,True,03-05-2010,14-05-2010,Fully Paid,36months
511422,660596,1500,1500,1500.0,7.14%,46.41,A,A3,False,05-05-2010,13-05-2010,Current,36months
511440,660619,15000,15000,14524.57,13.85%,511.56,C,C4,False,03-05-2010,17-05-2010,Current,36months
511441,660624,8500,8500,8500.0,10.62%,276.76,B,B3,False,03-05-2010,13-05-2010,Charged Off,36months
511447,660635,9800,9800,9538.13,10.99%,320.8,B,B4,False,20-05-2010,31-05-2010,Current,36months
511457,660646,7000,7000,7000.0,7.88%,218.97,A,A5,False,03-05-2010,11-05-2010,Current,36months
511459,660648,4000,4000,3975.0,7.14%,123.76,A,A3,True,03-05-2010,05-05-2010,Current,36months
511499,660702,9000,9000,8936.38,7.51%,279.99,A,A4,True,03-05-2010,10-05-2010,Current,36months
511500,660705,6000,6000,6000.0,13.48%,203.55,C,C3,False,03-05-2010,11-05-2010,Current,36months
511542,660758,6400,6400,6400.0,6.17%,195.2,A,A3,False,25-10-2010,31-10-2010,Current,36months
511546,660760,5000,5000,5000.0,6.76%,153.85,A,A2,False,03-05-2010,05-05-2010,Fully Paid,36months
511561,660788,6000,6000,5975.0,7.51%,186.66,A,A4,False,03-05-2010,07-05-2010,Current,36months
511577,660818,1000,1000,1000.0,13.85%,34.11,C,C4,False,03-05-2010,06-05-2010,Current,36months
